signal,ticker,last_date,price,position,action,signal_changed,stop_loss,risk_pct,shares_equal,shares_constant,shares_concave,shares_convex
rbo_150,CPR.MI,2026-02-20,6.685999870300293,SHORT,HOLD SHORT,False,7.04714264188494,5.401477394411415,400,2600,200,300
rbo_150,CRL.MI,2026-02-20,22.100000381469727,SHORT,HOLD SHORT,False,23.471429007393972,6.205559286207763,200,1500,100,100
rbo_150,CSP.MI,2026-02-19,0.29899999499320984,SHORT,HOLD SHORT,False,0.3108571469783783,3.965602737029386,13800,94000,6300,7200
rbo_150,CULT.MI,2026-02-20,18.700000762939453,SHORT,HOLD SHORT,False,18.757143565586635,0.30557647227710133,400,800,100,100
rbo_150,CVG.MI,2026-02-19,1.8600000143051147,SHORT,HOLD SHORT,False,1.9528571196964808,4.992317455763941,2700,23600,1900,2100
rbo_150,CY4.MI,2026-02-20,7.340000152587891,LONG,HOLD LONG,False,6.782857349940708,7.590501240667528,800,8700,13200,500
rbo_150,CYB.MI,2026-02-20,1.1799999475479126,SHORT,HOLD SHORT,False,1.2885714088167464,9.200971702960635,1800,9500,600,900
rbo_150,DAL.MI,2026-02-20,4.329999923706055,SHORT,HOLD SHORT,False,4.558571406773159,5.278787230819844,300,3400,200,300
rbo_150,DAN.MI,2026-02-20,68.69999694824219,LONG,HOLD LONG,False,64.54285539899554,6.051152451110864,100,1300,100,100
rbo_150,DBA.MI,2026-02-20,3.8299999237060547,SHORT,HOLD SHORT,False,4.011428560529437,4.737040220299134,1300,13500,100,0
rbo_150,DGT.MI,2026-02-20,1.8949999809265137,SHORT,HOLD SHORT,False,1.992142847606114,5.126272699596797,2000,29700,3400,3500
rbo_150,DGV.MI,2026-02-20,27.899999618530273,SHORT,HOLD SHORT,False,28.599999291556223,2.5089594358310765,0,800,900,100
rbo_150,DHH.MI,2026-02-20,21.5,SHORT,HOLD SHORT,False,22.842857360839844,6.245848189952762,200,2500,200,300
rbo_150,DIA.MI,2026-02-20,70.22000122070312,SHORT,HOLD SHORT,False,74.15428924560547,5.602802558400396,0,500,0,0
rbo_150,DIB.MI,2026-02-20,11.819999694824219,SHORT,HOLD SHORT,False,12.559999602181572,6.260574673968787,400,4300,300,300
rbo_150,DIS.MI,2026-02-20,7.295000076293945,LONG,HOLD LONG,False,6.8335715021405905,6.325271683722487,1300,20400,1100,1400
rbo_150,DLG.MI,2026-02-20,39.060001373291016,LONG,HOLD LONG,False,37.0514292035784,5.142273679196703,100,1300,0,100
rbo_150,DOV.MI,2026-02-20,2.135999917984009,SHORT,HOLD SHORT,False,2.346285717827933,9.844841194675483,2100,18700,1300,1400
rbo_150,DOX.MI,2026-02-20,3.940000057220459,LONG,HOLD LONG,False,3.3814288207462857,14.176934730001678,2100,40200,59000,900
rbo_150,ECK.MI,2026-02-19,2.240000009536743,LONG,HOLD LONG,False,2.0971429347991943,6.37754795220261,2100,1800,900,800
rbo_150,ECNL.MI,2026-02-20,1.3799999952316284,SHORT,HOLD SHORT,False,1.4602857317243303,5.817807012327285,3800,31900,1900,2000
rbo_150,EDAC.MI,2026-02-20,5.0,SHORT,HOLD SHORT,False,5.378571305956159,7.571426119123181,300,3500,300,300
rbo_150,EDNR.MI,2026-02-20,2.2149999141693115,SHORT,HOLD SHORT,False,2.3264284133911133,5.030632213978691,2200,19100,1600,1900
rbo_150,ELC.MI,2026-02-20,1.315000057220459,SHORT,HOLD SHORT,False,1.392857245036534,5.9206984356064005,3300,20900,1800,1800
rbo_150,ELES.MI,2026-02-20,3.2899999618530273,LONG,HOLD LONG,False,3.2314285891396657,1.780284905546701,2400,21900,1400,1500
rbo_150,ELN.MI,2026-02-20,14.619999885559082,LONG,HOLD LONG,False,13.898571150643486,4.93453310918414,400,6500,400,400
rbo_150,EM.MI,2026-02-20,0.9229999780654907,SHORT,HOLD SHORT,False,0.9555714045252118,3.528865355770358,5900,152500,11200,11100
rbo_150,ENAV.MI,2026-02-20,5.539999961853027,LONG,HOLD LONG,False,5.336999825068882,3.664262422056866,1100,33700,2900,2700
rbo_150,ENEL.MI,2026-02-20,9.081999778747559,LONG,HOLD LONG,False,8.598714011056083,5.321358505451562,600,15400,900,1000
rbo_150,ENI.MI,2026-02-20,18.577999114990234,LONG,HOLD LONG,False,17.98485537937709,3.192721304064154,300,13400,1300,700
rbo_150,ENV.MI,2026-02-20,4.199999809265137,LONG,HOLD LONG,False,3.9857142312186107,5.102037804235497,1200,7000,700,700
rbo_150,EPH.MI,2026-02-20,0.09300000220537186,SHORT,HOLD SHORT,False,0.10365714345659528,11.459291396240257,50500,57200,52300,4400
rbo_150,EQUI.MI,2026-02-20,6.019999980926514,LONG,HOLD LONG,False,5.757142952510288,4.366395834701814,1200,15300,1200,1200
rbo_150,ERG.MI,2026-02-20,22.81999969482422,LONG,HOLD LONG,False,21.18000112261091,7.1866721916971565,200,3500,300,300
rbo_150,ESAU.MI,2026-02-20,3.359999895095825,SHORT,HOLD SHORT,False,3.5771427495138988,6.462585154690334,1500,9400,10600,700
rbo_150,ESIGM.MI,2026-02-20,1.3300000429153442,SHORT,HOLD SHORT,False,1.3835714544568742,4.027925549844503,3100,11400,700,800
rbo_150,ETH.MI,2026-02-20,0.8379999995231628,SHORT,HOLD SHORT,False,0.9008571335247585,7.500851317107696,6400,158300,4600,4400
rbo_150,EUK.MI,2026-02-20,0.6499999761581421,SHORT,HOLD SHORT,False,0.6849999512944903,5.3846117569445715,4000,17400,1500,1500
rbo_150,EVISO.MI,2026-02-20,8.0,SHORT,HOLD SHORT,False,8.5128573008946,6.410716261182503,500,6900,300,300
rbo_150,EXAI.MI,2026-02-20,1.6239999532699585,LONG,HOLD LONG,False,1.518571410860334,6.491905507592029,2600,20800,2900,1400
rbo_150,FARM.MI,2026-02-20,0.18250000476837158,LONG,HOLD LONG,False,0.1548571458884648,15.146771593234206,34500,357900,21900,23000
rbo_150,FBK.MI,2026-02-20,19.975000381469727,SHORT,HOLD SHORT,False,21.397144045148575,7.119617704729225,200,2500,200,100
rbo_150,FCT.MI,2026-02-20,14.960000038146973,SHORT,HOLD SHORT,False,16.38214247567313,9.506299691843536,300,2200,300,300
rbo_150,FDA.MI,2026-02-20,0.10939999669790268,SHORT,HOLD SHORT,False,0.11741427864347186,7.325669275566642,0,200,0,0
rbo_150,FF.MI,2026-02-20,11.5,LONG,HOLD LONG,False,10.828571455819267,5.838509079832462,500,9700,800,800
rbo_150,FIC.MI,2026-02-20,19.200000762939453,LONG,HOLD LONG,False,18.771429879324778,2.2321399301291622,300,1600,100,100
rbo_150,FILA.MI,2026-02-20,9.25,SHORT,HOLD SHORT,False,9.60428524017334,3.8301107045766467,500,4200,400,500
rbo_150,FM.MI,2026-02-20,7.920000076293945,LONG,HOLD LONG,False,7.422857284545898,6.277055390896889,2000,34100,3400,1800
rbo_150,FNM.MI,2026-02-20,0.5040000081062317,LONG,HOLD LONG,False,0.48628572055271696,3.5147395374209918,8700,44400,5900,6400
rbo_150,FNX.MI,2024-10-02,0.0020000000949949026,SHORT,HOLD SHORT,False,0.0020000000949949026,,1000,2900,0,0
rbo_150,FPE.MI,2026-02-19,41.79999923706055,LONG,HOLD LONG,False,41.22857066563198,1.3670540235846027,100,5000,300,300
rbo_150,FRE.MI,2026-02-19,0.20999999344348907,SHORT,HOLD SHORT,False,0.21685713529586792,3.2653057459376065,23300,230500,24400,24600
rbo_150,FUM.MI,2026-02-20,3.5399999618530273,SHORT,HOLD SHORT,False,3.7542856761387418,6.053268830363085,500,6000,300,500
rbo_150,G.MI,2026-02-20,35.68000030517578,SHORT,HOLD SHORT,False,36.929286411830354,3.5013623765954676,100,3300,200,200
rbo_150,GAB.MI,2026-02-20,0.6299999952316284,SHORT,HOLD SHORT,False,0.6568571499415806,4.263040462417431,8900,251700,11200,12900
rbo_150,GAMB.MI,2026-02-20,0.25200000405311584,SHORT,HOLD SHORT,False,0.26828572154045105,6.462586200555198,10500,52200,4200,3900
rbo_150,GE.MI,2026-02-20,10.699999809265137,SHORT,HOLD SHORT,False,11.328570365905762,5.8744912882740925,400,5600,1300,1400
rbo_150,GEL.MI,2026-02-20,2.0999999046325684,SHORT,HOLD SHORT,False,2.268571308680943,8.02721008112947,2500,57300,6500,7900
rbo_150,GEO.MI,2026-02-20,0.29600000381469727,SHORT,HOLD SHORT,False,0.30914286204746794,4.440154751146016,5700,70300,6600,6000
rbo_150,GHC.MI,2026-02-20,5.489999771118164,LONG,HOLD LONG,False,5.2471425873892645,4.423628303347563,800,11800,900,900
rbo_150,GIS.MI,2026-02-20,1.3600000143051147,SHORT,HOLD SHORT,False,1.4835714782987321,9.086136962781993,900,27100,1700,1700
rbo_150,GPI.MI,2026-02-20,16.860000610351562,LONG,HOLD LONG,False,15.662857600620814,7.100492090111412,300,3600,200,200
rbo_150,GRAL.MI,2026-02-20,0.9900000095367432,SHORT,HOLD SHORT,False,1.041428600038801,5.194807071378012,1500,7500,500,500
rbo_150,GROW.MI,2026-02-20,2.5799999237060547,SHORT,HOLD SHORT,False,2.747142927987235,6.478411210225412,1000,12300,700,700
rbo_150,GSP.MI,2026-02-20,6.039999961853027,LONG,HOLD LONG,False,5.642857074737549,6.5752134043662815,1900,19500,2300,2500
rbo_150,GVS.MI,2026-02-20,4.300000190734863,SHORT,HOLD SHORT,False,4.54000016621181,5.5813945309600275,900,7600,700,700
rbo_150,HER.MI,2026-02-20,4.314000129699707,SHORT,HOLD SHORT,False,4.500285693577358,4.318163149675616,1300,14000,1400,1500
rbo_150,HI.MI,2026-02-20,298.0,LONG,HOLD LONG,False,296.85714285714283,0.3835091083413313,0,100,0,0
rbo_150,IB.MI,2026-02-20,11.800000190734863,SHORT,HOLD SHORT,False,12.371428489685059,4.842612624691904,300,16000,1600,1600
rbo_150,ICF.MI,2026-02-20,6.039999961853027,SHORT,HOLD SHORT,False,6.197142669132778,2.6017004680831226,800,6300,400,400
rbo_150,IEG.MI,2026-02-20,11.449999809265137,LONG,HOLD LONG,False,10.274285316467285,10.26824901644526,400,6800,300,300
rbo_150,IF.MI,2026-02-20,24.799999237060547,LONG,HOLD LONG,False,23.51142747061593,5.195854056797726,100,3600,200,200
rbo_150,IG.MI,2026-02-20,10.949999809265137,LONG,HOLD LONG,False,10.449999809265137,4.566210125199586,1000,17100,1400,1500
rbo_150,IGD.MI,2026-02-20,4.099999904632568,LONG,HOLD LONG,False,3.866428477423532,5.696864210780235,2000,15400,1300,1400
rbo_150,IGV.MI,2026-02-20,2.359999895095825,LONG,HOLD LONG,False,2.2171425138201033,6.053279136689171,5000,23600,1800,2100
rbo_150,IIG.MI,2024-07-31,0.1550000011920929,SHORT,HOLD SHORT,False,0.1550000011920929,,13700,59600,5200,6000
rbo_150,ILLA.MI,2026-02-19,9.999999747378752e-05,SHORT,HOLD SHORT,False,9.999999747378752e-05,,45000000,302800,504400,471500
rbo_150,ILP.MI,2026-02-19,5.5,SHORT,HOLD SHORT,False,5.700000081743513,3.6363651226093197,800,5200,1000,1100
rbo_150,IMS.MI,2026-02-20,0.5360000133514404,SHORT,HOLD SHORT,False,0.5670000229563031,5.783583737438614,8700,63200,10200,8900
rbo_150,INC.MI,2026-02-20,0.21799999475479126,SHORT,HOLD SHORT,False,0.23285713578973496,6.815202473585,3200,44000,1200,1500
rbo_150,INDB.MI,2026-02-20,19.600000381469727,SHORT,HOLD SHORT,False,19.892857687813894,1.4941699012467433,200,3700,500,200
rbo_150,INW.MI,2026-02-20,8.78499984741211,SHORT,HOLD SHORT,False,9.301428522382464,5.878527990213733,500,6100,600,600
rbo_150,IOT.MI,2026-02-20,2.4049999713897705,SHORT,HOLD SHORT,False,2.5978570665631975,8.019006131712391,2000,12900,15100,800
rbo_150,IP.MI,2026-02-20,40.15999984741211,SHORT,HOLD SHORT,False,44.5571414402553,10.949057792704501,100,800,0,0
rbo_150,IRC.MI,2026-02-20,2.1600000858306885,SHORT,HOLD SHORT,False,2.2100001062665666,2.3148156689377744,2500,22600,1800,1900
rbo_150,IRE.MI,2026-02-20,2.753999948501587,SHORT,HOLD SHORT,False,2.896857057298933,5.187258949480831,1900,11000,1500,1800
rbo_150,ISP.MI,2026-02-20,5.870999813079834,LONG,HOLD LONG,False,5.589571271623884,4.793536883257323,3000,30800,3100,3100
rbo_150,ITD.MI,2026-02-20,9.539999961853027,SHORT,HOLD SHORT,False,10.005714961460658,4.881708610795123,500,16500,19400,1700
rbo_150,ITM.MI,2026-02-20,28.149999618530273,SHORT,HOLD SHORT,False,29.32857050214495,4.186752751637192,100,2200,100,100
rbo_150,ITW.MI,2026-02-20,1.190000057220459,SHORT,HOLD SHORT,False,1.264285853930882,6.242503625078479,3700,23900,1600,1400
rbo_150,IWB.MI,2026-02-20,20.700000762939453,SHORT,HOLD SHORT,False,21.52857208251953,4.002759850441758,200,5200,200,200
rbo_150,JUVE.MI,2026-02-20,2.2899999618530273,SHORT,HOLD SHORT,False,2.419999974114554,5.676856525199812,2100,27600,2600,2600
rbo_150,KME.MI,2026-02-20,0.8799999952316284,SHORT,HOLD SHORT,False,0.9042857033865792,2.759739578016526,5200,201500,12300,11200
rbo_150,LDO.MI,2026-02-20,58.91999816894531,LONG,HOLD LONG,False,55.37856946672712,6.010571643372446,400,6000,500,400
rbo_150,LFG.MI,2026-02-20,1.309999942779541,SHORT,HOLD SHORT,False,1.3442857095173426,2.6172342164423683,2400,14600,2600,2300
rbo_150,LLY.DE,2026-02-20,862.0,LONG,HOLD LONG,False,799.1154088767453,7.295196185992427,0,0,0,0
rbo_150,LMG.MI,2026-02-20,1.1399999856948853,SHORT,HOLD SHORT,False,1.2100000381469727,6.1403555553045885,5300,185100,12900,11100
rbo_150,LNDR.MI,2026-02-20,0.9129999876022339,SHORT,HOLD SHORT,False,0.9834285804203579,7.713975221739822,800,7200,500,400
rbo_150,LON.MI,2026-02-20,0.8050000071525574,SHORT,HOLD SHORT,False,0.8228571500097003,2.21827859608438,2200,172600,12600,8000
rbo_150,LUVE.MI,2026-02-20,39.900001525878906,LONG,HOLD LONG,False,36.99642998831613,7.277121369731118,100,1100,0,0
rbo_150,MAIRE.MI,2026-02-20,15.520000457763672,LONG,HOLD LONG,False,14.422857557024274,7.069219512751797,600,9300,700,700
rbo_150,MAPS.MI,2026-02-20,2.619999885559082,SHORT,HOLD SHORT,False,2.775714090892247,5.94329053949317,1500,19500,1200,1400
rbo_150,MARP.MI,2026-02-20,2.240000009536743,SHORT,HOLD SHORT,False,2.3742855957576205,5.994892216480354,1100,25900,1000,1600
rbo_150,MARR.MI,2026-02-20,9.569999694824219,SHORT,HOLD SHORT,False,9.985713958740234,4.343931840884467,400,4300,300,300
rbo_150,MASI.MI,2026-02-20,4.599999904632568,SHORT,HOLD SHORT,False,4.78714268548148,4.068321407147067,900,10200,700,900
rbo_150,MB.MI,2026-02-20,19.479999542236328,SHORT,HOLD SHORT,False,21.136428015572683,8.503226448978628,300,1700,100,100
rbo_150,MET.MI,2026-02-20,1.850000023841858,SHORT,HOLD SHORT,False,2.055714283670698,11.11968957717295,3500,36100,2700,1400
rbo_150,MEV.MI,2026-02-20,0.08500000089406967,SHORT,HOLD SHORT,False,0.09518571410860334,11.983191891053627,1600,6200,400,500
rbo_150,MFEB.MI,2026-02-20,3.9700000286102295,SHORT,HOLD SHORT,False,4.155428545815604,4.6707434727723935,1100,6400,500,600
rbo_150,MFT.MI,2026-02-20,1.8700000047683716,SHORT,HOLD SHORT,False,1.9607142039707728,4.851026682945787,2000,31300,35800,2300
rbo_150,MN.MI,2026-02-20,2.005000114440918,SHORT,HOLD SHORT,False,2.0790001494543895,3.6907746029783133,2300,20300,2200,1900
rbo_150,MNL.MI,2026-02-20,0.8420000076293945,SHORT,HOLD SHORT,False,0.896857133933476,6.515098076843103,4900,69100,4500,5300
rbo_150,MOL.MI,2026-02-20,33.849998474121094,SHORT,HOLD SHORT,False,36.74999809265137,8.56720753103541,100,900,0,0
rbo_150,MONC.MI,2026-02-20,57.0,SHORT,HOLD SHORT,False,60.442857469831196,6.040100824265257,0,800,0,0
rbo_150,MTS.MI,2026-02-20,1.8600000143051147,SHORT,HOLD SHORT,False,1.9542857578822546,5.069125959784706,1300,49500,26800,5900
rbo_150,MTV.MI,2026-02-20,0.05400000140070915,SHORT,HOLD SHORT,False,0.060457145529133935,11.957674001726943,3500,27700,1700,1800
rbo_150,NDT.MI,2026-02-20,3.740000009536743,LONG,HOLD LONG,False,3.551428726741246,5.042012896113729,1400,6700,700,900
rbo_150,NEXI.MI,2026-02-20,3.2309999465942383,SHORT,HOLD SHORT,False,3.4757141726357594,7.5739470778844105,300,2900,300,300
rbo_150,NOV.DE,2026-02-20,40.27000045776367,SHORT,HOLD SHORT,False,44.63000161307199,10.82692104729726,0,3300,1400,0
rbo_150,NPI.MI,2026-02-19,0.6700000166893005,SHORT,HOLD SHORT,False,0.6957143034253802,3.8379531485898712,3600,53100,6400,5000
rbo_150,NRST.MI,2026-02-19,0.5950000286102295,SHORT,HOLD SHORT,False,0.6128571714673724,3.0012003358811095,7600,57700,4300,4100
rbo_150,NSP.MI,2026-02-19,0.4399999976158142,SHORT,HOLD SHORT,False,0.4399999976158142,,2600,31900,7900,3000
rbo_150,NTW.MI,2026-02-19,0.01899999938905239,SHORT,HOLD SHORT,False,0.027714285733444352,45.864666445268654,146600,1034000,76400,86800
rbo_150,NWL.MI,2026-02-20,20.299999237060547,SHORT,HOLD SHORT,False,21.448569434029714,5.657981478503156,200,1300,100,100
rbo_150,OLI.MI,2026-02-20,1.7999999523162842,SHORT,HOLD SHORT,False,1.9606142554964339,8.923017079720877,800,0,0,0
rbo_150,ORS.MI,2026-02-20,19.059999465942383,LONG,HOLD LONG,False,17.88857078552246,6.1460058407299805,300,3100,200,200
rbo_150,OS.MI,2026-02-20,25.0,LONG,HOLD LONG,False,23.62857164655413,5.485713413783486,200,1200,100,100
rbo_150,OSA.MI,2026-02-19,0.38199999928474426,SHORT,HOLD SHORT,False,0.38199999928474426,,1500,11500,2800,1000
rbo_150,OVS.MI,2026-02-20,4.96999979019165,LONG,HOLD LONG,False,4.730856759207589,4.811731208842552,2000,33900,1700,1700
rbo_150,PHIL.MI,2026-02-20,21.399999618530273,SHORT,HOLD SHORT,False,22.442856652396067,4.873163796520739,200,1800,200,200
rbo_150,PHN.MI,2026-02-20,65.4000015258789,LONG,HOLD LONG,False,61.74285888671875,5.591961091488687,0,3400,6000,300
rbo_150,PIA.MI,2026-02-20,1.7890000343322754,SHORT,HOLD SHORT,False,1.872999974659511,4.695357110967727,1800,20500,1400,1400
rbo_150,PINF.MI,2026-02-20,0.8299999833106995,SHORT,HOLD SHORT,False,0.8711428386824471,4.9569706263893245,6100,44300,3100,3000
rbo_150,PIRC.MI,2026-02-20,6.306000232696533,SHORT,HOLD SHORT,False,6.565142904009138,4.1094618101812435,900,12600,1000,900
rbo_150,PLC.MI,2026-02-20,2.180000066757202,LONG,HOLD LONG,False,2.0057144846235,7.994751229203197,2100,5200,0,0
rbo_150,PLN.MI,2026-02-19,4.0,SHORT,HOLD SHORT,False,4.10571425301688,2.642856325422005,1000,21600,13600,1600
rbo_150,PMT.MI,2026-02-20,2.5399999618530273,LONG,HOLD LONG,False,2.345714262553624,7.649043394381182,1900,30700,13900,2000
rbo_150,POPR.MI,2026-02-19,0.5400000214576721,LONG,HOLD LONG,False,0.5114286031041827,5.29100318854876,11600,14000,700,900
