signal,ticker,last_date,price,position,action,signal_changed,stop_loss,risk_pct,shares_equal,shares_constant,shares_concave,shares_convex
rbo_150,A2A.MI,2026-02-20,2.3949999809265137,LONG,HOLD LONG,False,2.261857032775879,5.559204559956947,1700,9100,1200,1300
rbo_150,ABC.MI,2026-02-19,3.799999952316284,SHORT,HOLD SHORT,False,3.8057142325810025,0.15037579832692335,1400,41300,1500,1500
rbo_150,ABP.MI,2026-02-19,6.75,LONG,HOLD LONG,False,6.478571483067104,4.021163213820679,700,3700,300,300
rbo_150,ABT.MI,2026-02-20,2.9649999141693115,SHORT,HOLD SHORT,False,3.0921429565974643,4.288129716987657,800,13100,1600,1800
rbo_150,ABTG.MI,2026-02-19,1.6200000047683716,SHORT,HOLD SHORT,False,1.6778571605682373,3.571429359849796,2000,23700,3300,2400
rbo_150,AC5.MI,2026-02-20,2.240000009536743,SHORT,HOLD SHORT,False,2.319999933242798,3.571425150243618,2400,38300,2700,2800
rbo_150,ACE.MI,2026-02-20,26.0,LONG,HOLD LONG,False,24.742857251848495,4.835164415967327,200,1500,200,200
rbo_150,ADB.MI,2026-02-20,11.949999809265137,LONG,HOLD LONG,False,11.057142802647181,7.471606869195938,600,8500,800,800
rbo_150,AEDES.MI,2026-02-20,0.07020000368356705,SHORT,HOLD SHORT,False,0.08202857417719704,16.849814633840136,17500,124100,8800,9800
rbo_150,AEF.MI,2026-02-20,0.2669999897480011,SHORT,HOLD SHORT,False,0.2952142847435815,10.567152089484921,7100,141600,127300,5600
rbo_150,AIM.MI,2026-02-19,72.0,SHORT,HOLD SHORT,False,72.90285818917411,1.2539697071862654,0,0,0,0
rbo_150,AMB.MI,2026-02-19,0.699999988079071,SHORT,HOLD SHORT,False,0.733571435723986,4.795921173804755,4300,9800,900,900
rbo_150,AMP.MI,2026-02-20,13.234999656677246,SHORT,HOLD SHORT,False,14.031428064618792,6.017592962609082,100,1900,100,100
rbo_150,ANIM.MI,2026-02-20,6.78000020980835,SHORT,HOLD SHORT,False,6.991428783961704,3.118415451484643,800,3900,600,600
rbo_150,ARBS.MI,2026-02-20,3.0,LONG,HOLD LONG,False,2.819999967302595,6.000001089913498,2400,21200,1100,1100
rbo_150,ARN.MI,2026-02-20,18.299999237060547,SHORT,HOLD SHORT,False,19.299999237060547,5.464481102134876,300,4800,200,200
rbo_150,ASC.MI,2026-02-20,3.869999885559082,LONG,HOLD LONG,False,3.7078569616590227,4.189739759556486,1700,17200,1500,1800
rbo_150,AUTME.MI,2026-02-19,2.8550000190734863,SHORT,HOLD SHORT,False,2.887857232775007,1.150865621086187,1700,34000,3000,3300
rbo_150,AV.MI,2026-02-20,5.039999961853027,LONG,HOLD LONG,False,4.97857141494751,1.2188203843345369,1600,7300,500,500
rbo_150,AVIO.MI,2026-02-20,36.150001525878906,LONG,HOLD LONG,False,32.88571548461914,9.02983652413664,400,2200,100,200
rbo_150,AZM.MI,2026-02-20,35.40999984741211,LONG,HOLD LONG,False,33.612857818603516,5.075238736381794,100,2200,200,100
rbo_150,B.MI,2026-02-20,1.0499999523162842,LONG,HOLD LONG,False,0.8775713869503566,16.421768875851157,9000,43600,3800,4500
rbo_150,BAMI.MI,2026-02-20,12.890000343322754,LONG,HOLD LONG,False,12.195714541843959,5.386235709748816,2100,13500,1200,1300
rbo_150,BAN.MI,2026-02-20,6.800000190734863,SHORT,HOLD SHORT,False,7.225714547293527,6.260505067907321,700,8000,500,500
rbo_150,BC.MI,2026-02-20,87.69999694824219,SHORT,HOLD SHORT,False,92.27428109305245,5.215831589492374,0,500,0,0
rbo_150,BDB.MI,2026-02-20,9.109999656677246,LONG,HOLD LONG,False,8.604285512651716,5.551198277541792,500,4200,300,300
rbo_150,BEC.MI,2026-02-20,13.850000381469727,SHORT,HOLD SHORT,False,14.350000517708915,3.610109187492528,300,2400,300,400
rbo_150,BES.MI,2026-02-19,0.057999998331069946,SHORT,HOLD SHORT,False,0.057999998331069946,,14900,45200,3600,3800
rbo_150,BFF.MI,2026-02-20,3.3259999752044678,SHORT,HOLD SHORT,False,4.120285647256034,23.881108778503123,500,3800,300,400
rbo_150,BFG.MI,2026-02-20,4.5,SHORT,HOLD SHORT,False,4.652857099260602,3.396824428013387,1100,26100,2100,1700
rbo_150,BGN.MI,2026-02-20,56.0,LONG,HOLD LONG,False,52.70714296613421,5.880101846188917,0,1000,100,100
rbo_150,BMED.MI,2026-02-20,17.93000030517578,LONG,HOLD LONG,False,16.79714230128697,6.318226350290648,600,12000,1000,1200
rbo_150,BMPS.MI,2026-02-20,8.777999877929688,LONG,HOLD LONG,False,8.120999881199428,7.484620709350192,1900,17400,27200,1100
rbo_150,BO.MI,2026-02-20,0.699999988079071,LONG,HOLD LONG,False,0.6631428514208112,5.265305326561879,7100,105200,5100,3500
rbo_150,BPE.MI,2026-02-20,12.40999984741211,LONG,HOLD LONG,False,11.63928576878139,6.2104277849079805,2900,18400,2300,2300
rbo_150,BPSO.MI,2026-02-20,17.899999618530273,LONG,HOLD LONG,False,16.85928508213588,5.814047813258243,1100,9100,800,800
rbo_150,BRE.MI,2026-02-20,10.680000305175781,LONG,HOLD LONG,False,10.14000061580113,5.056176722326073,400,4700,300,300
rbo_150,BSS.MI,2026-02-20,5.960000038146973,SHORT,HOLD SHORT,False,6.304285934993199,5.776608970513833,400,8700,800,700
rbo_150,BST.MI,2026-02-20,1.6759999990463257,SHORT,HOLD SHORT,False,1.7460000004087175,4.176611062185148,3000,33300,3000,3800
rbo_150,BZU.MI,2026-02-20,49.08000183105469,SHORT,HOLD SHORT,False,52.617144448416575,7.206891779543108,100,1200,0,0
rbo_150,CAI.MI,2026-02-20,2.6449999809265137,SHORT,HOLD SHORT,False,2.7378572395869663,3.5106714302480158,1800,32100,2500,2500
rbo_150,CALT.MI,2026-02-20,10.050000190734863,LONG,HOLD LONG,False,9.435714585440499,6.112294464040677,500,3000,300,300
rbo_150,CBB.MI,2026-02-20,0.9660000205039978,SHORT,HOLD SHORT,False,0.9985714639936175,3.3717849687649064,3900,41300,4300,4800
rbo_150,CDG.MI,2026-02-20,2.619999885559082,LONG,HOLD LONG,False,2.3742855276380266,9.378411017320424,3200,25300,1600,2000
rbo_150,CE.MI,2026-02-20,15.800000190734863,LONG,HOLD LONG,False,15.111428533281599,4.358048412284475,600,12300,900,1000
rbo_150,CED.MI,2026-02-20,1.8650000095367432,SHORT,HOLD SHORT,False,1.927857177598136,3.3703575195694584,2700,15900,1900,1700
rbo_150,CELL.MI,2026-02-20,2.5299999713897705,SHORT,HOLD SHORT,False,2.6057142530168806,2.992659386692366,2000,39900,52400,4100
rbo_150,CEM.MI,2026-02-20,16.5,LONG,HOLD LONG,False,15.148570741925921,8.190480351964116,600,4000,400,400
rbo_150,CFM.MI,2026-02-19,1.1699999570846558,SHORT,HOLD SHORT,False,1.2142856802259172,3.78510468082497,1300,25100,28400,2400
rbo_150,CFV.MI,2026-02-20,1.9850000143051147,LONG,HOLD LONG,False,1.8521429130009242,6.693052914193537,2100,21800,1800,1300
rbo_150,CIR.MI,2026-02-20,0.7379999756813049,LONG,HOLD LONG,False,0.7064285704067775,4.277968335348709,6700,45400,4000,3600
rbo_150,CIRC.MI,2026-02-20,9.140000343322754,LONG,HOLD LONG,False,8.740000316074916,4.376367748608008,500,4500,400,400
rbo_150,CLABO.MI,2026-02-20,1.0950000286102295,SHORT,HOLD SHORT,False,1.0950000286102295,,2700,75200,3300,2800
rbo_150,CLE.MI,2026-02-20,0.13500000536441803,SHORT,HOLD SHORT,False,0.14600001914160593,8.148158029693809,34300,210800,16000,18100
rbo_150,CLF.MI,2026-02-20,0.8700000047683716,LONG,HOLD LONG,False,0.8134285722460065,6.502463472678557,5200,31200,2100,2100
rbo_150,CLI.MI,2026-02-20,4.960000038146973,LONG,HOLD LONG,False,4.54000016621181,8.46773928840679,1200,7500,900,900
rbo_150,CMB.MI,2026-02-20,74.30000305175781,LONG,HOLD LONG,False,70.82857622419085,4.672175888268459,100,600,0,0
rbo_150,COM.MI,2026-02-20,47.099998474121094,LONG,HOLD LONG,False,43.29999923706055,8.067939193561633,100,1100,100,0
rbo_150,COP.MI,2026-02-19,7.349999904632568,SHORT,HOLD SHORT,False,7.385714190346854,0.4859086554786965,600,23600,800,800
